datetime,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,WSPM
2017-01-09 11:00:00,12.0,12.0,6.0,20.0,400.0,60.0,0.575,1025.0,-14.4,0.0,3.1
2017-01-09 12:00:00,17.0,17.0,4.0,14.0,400.0,79.0,1.575,1024.25,-14.2,0.0,0.9
2017-01-09 13:00:00,7.0,7.0,4.0,20.0,400.0,65.0,2.85,1022.75,-14.3,0.0,2.2
2017-01-09 14:00:00,15.0,15.0,4.0,34.0,500.0,56.0,3.7,1021.6,-14.0,0.0,3.5
2017-01-09 15:00:00,17.0,43.0,6.0,34.0,500.0,58.0,3.9,1020.66666666667,-14.1,0.0,3.4
2017-01-09 16:00:00,34.0,34.0,9.0,38.0,700.0,60.0,3.825,1020.0,-13.3,0.0,3.7
2017-01-09 17:00:00,37.0,50.0,7.0,55.0,900.0,38.0,2.7,1020.0,-12.2,0.0,4.0
2017-01-09 18:00:00,50.0,62.0,7.0,59.0,800.0,31.0,1.275,1020.0,-10.3,0.0,2.7
2017-01-09 19:00:00,62.0,79.0,5.0,63.0,1100.0,30.0,0.275,1020.0,-9.7,0.0,2.0
2017-01-09 20:00:00,87.0,114.0,5.0,78.0,1300.0,17.0,-0.375,1020.0,-9.5,0.0,3.8
2017-01-09 21:00:00,114.0,126.0,5.0,86.0,1600.0,10.0,-0.35,1020.0,-7.9,0.0,3.3
2017-01-09 22:00:00,127.0,132.0,5.0,91.0,1700.0,4.0,-0.425,1020.0,-7.3,0.0,5.5
2017-01-09 23:00:00,120.0,120.0,5.0,95.0,1800.0,2.0,-0.525,1020.25,-7.1,0.0,2.8
2017-01-10 00:00:00,51.0,105.0,13.0,89.0,1300.0,2.0,-0.55,1021.0,-7.8,0.0,1.9
2017-01-10 01:00:00,70.0,70.0,16.0,96.0,1800.0,2.0,0.575,1021.75,-11.1,0.0,4.8
2017-01-10 02:00:00,19.0,19.0,4.0,44.0,600.0,34.0,1.525,1022.75,-17.2,0.0,2.9
2017-01-10 03:00:00,7.0,7.0,2.0,17.0,200.0,61.0,0.4,1023.75,-15.7,0.0,4.8
2017-01-10 05:00:00,10.0,10.0,5.0,43.0,300.0,35.0,-1.45,1025.0,-17.0,0.0,4.1
2017-01-10 06:00:00,10.0,10.0,3.0,33.0,300.0,44.0,-1.475,1025.0,-17.5,0.0,3.6
2017-01-10 07:00:00,11.0,11.0,5.0,27.0,300.0,52.0,-1.4125,1026.0,-17.3,0.0,2.3
2017-01-10 09:00:00,3.0,6.0,5.0,35.0,400.0,46.0,-1.075,1027.5,-17.2,0.0,2.4
2017-01-10 10:00:00,6.0,6.0,3.0,24.0,300.0,60.0,0.0666666666666667,1028.0,-17.8,0.0,4.3
2017-01-10 11:00:00,3.0,6.0,2.0,12.0,300.0,73.0,0.95,1028.0,-19.0,0.0,5.6
2017-01-10 12:00:00,3.0,6.0,2.0,9.0,200.0,78.0,2.2,1026.75,-19.4,0.0,5.3
2017-01-10 19:00:00,13.0,50.0,7.0,59.0,700.0,27.0,0.5,1026.0,-13.4,0.0,1.7
2017-01-10 20:00:00,81.0,108.0,15.0,88.0,1300.0,15.0,-0.075,1026.0,-12.6,0.0,1.5
2017-01-10 21:00:00,91.0,98.0,13.0,96.0,1400.0,13.0,-0.525,1026.0,-12.0,0.0,0.6
2017-01-10 22:00:00,84.0,103.0,13.0,94.0,1500.0,11.0,-1.425,1026.0,-11.8,0.0,1.6
2017-01-10 23:00:00,87.0,103.0,19.0,95.0,1500.0,10.0,-1.5,1026.0,-11.8,0.0,1.9
2017-01-11 00:00:00,91.0,105.0,34.0,95.0,1600.0,11.0,-2.33333333333333,1026.0,-11.7,0.0,1.3
2017-01-11 01:00:00,94.0,105.0,42.0,93.0,1800.0,12.0,-3.625,1025.0,-11.8,0.0,1.0
2017-01-11 02:00:00,97.0,102.0,42.0,89.0,1600.0,13.0,-4.4,1025.0,-11.8,0.0,1.3
2017-01-11 03:00:00,112.0,150.0,29.0,104.0,3100.0,14.0,-4.95,1025.0,-12.1,0.0,1.2
2017-01-11 05:00:00,68.0,87.0,32.0,97.0,2800.0,11.0,-5.15,1023.25,-11.5,0.0,1.4
2017-01-11 06:00:00,60.0,75.0,30.0,95.0,2500.0,9.0,-5.225,1023.0,-11.6,0.0,1.7
2017-01-11 07:00:00,33.0,40.0,18.0,78.0,1500.0,4.0,-5.625,1023.0,-11.4,0.0,0.5
2017-01-11 08:00:00,28.0,28.0,12.0,73.0,1100.0,4.0,-5.975,1023.0,-11.0,0.0,0.3
2017-01-11 09:00:00,20.0,29.0,15.0,68.0,1100.0,9.0,-5.1,1023.0,-10.6,0.0,0.2
2017-01-11 10:00:00,32.0,54.0,17.0,78.0,1800.0,9.0,-1.85,1023.0,-9.7,0.0,1.2
2017-01-11 12:00:00,3.0,6.0,20.0,81.0,1800.0,22.0,2.575,1021.75,-10.8,0.0,0.7
2017-01-11 13:00:00,39.0,50.0,29.0,86.0,1800.0,25.0,4.4,1020.5,-10.8,0.0,1.5
2017-01-11 14:00:00,37.0,37.0,29.0,68.0,1300.0,35.0,6.04,1019.2,-11.4,0.0,2.5
2017-01-11 15:00:00,46.0,52.0,16.0,84.0,1200.0,41.0,6.4,1019.0,-11.8,0.0,1.5
2017-01-11 16:00:00,50.0,60.0,26.0,89.0,1300.0,21.0,6.525,1018.0,-12.4,0.0,1.9
2017-01-11 17:00:00,66.0,103.0,30.0,111.0,1500.0,22.0,5.625,1018.5,-12.5,0.0,1.5
2017-01-11 18:00:00,58.0,66.0,27.0,94.0,1300.0,21.0,3.6,1019.0,-12.2,0.0,1.3
2017-01-11 19:00:00,38.0,60.0,29.0,78.0,900.0,35.0,1.475,1019.0,-11.3,0.0,1.0
2017-01-11 20:00:00,36.0,29.0,22.0,74.0,800.0,28.0,0.05,1019.0,-11.1,0.0,1.5
2017-01-11 21:00:00,31.0,32.0,20.0,73.0,800.0,30.0,0.4,1020.0,-10.4,0.0,0.9
2017-01-11 22:00:00,22.0,43.0,12.0,88.0,1000.0,16.0,-0.175,1020.0,-10.7,0.0,1.0
2017-01-11 23:00:00,22.0,53.0,25.0,104.0,1000.0,8.0,-0.175,1020.0,-11.3,0.0,1.4
2017-01-12 00:00:00,31.0,38.0,24.0,88.0,800.0,13.0,1.25,1020.0,-12.8,0.0,1.8
2017-01-12 01:00:00,26.0,35.0,19.0,96.0,700.0,14.0,-0.475,1020.0,-12.4,0.0,1.2
2017-01-12 02:00:00,23.0,44.0,17.0,85.0,600.0,10.0,-1.0,1019.0,-12.5,0.0,1.6
2017-01-12 03:00:00,26.0,49.0,15.0,83.0,900.0,13.0,-1.95,1019.5,-12.5,0.0,0.7
2017-01-12 04:00:00,31.0,50.0,21.0,99.0,800.0,36.0,-2.1,1019.25,-12.1,0.0,0.2
2017-01-12 05:00:00,32.0,36.0,17.0,91.0,800.0,3.0,-1.675,1019.0,-12.1,0.0,2.8
2017-01-12 06:00:00,22.0,38.0,16.0,79.0,700.0,12.0,0.975,1018.25,-12.7,0.0,2.3
2017-01-12 07:00:00,19.0,32.0,18.0,44.0,500.0,45.0,0.275,1018.75,-12.8,0.0,1.0
2017-01-12 08:00:00,16.0,44.0,16.0,63.0,600.0,35.0,-1.1,1019.0,-12.7,0.0,1.3
2017-01-12 09:00:00,26.0,59.0,17.0,61.0,600.0,37.0,-1.05,1019.0,-11.7,0.0,1.1
2017-01-12 10:00:00,27.0,41.0,10.0,32.0,500.0,60.0,1.15,1019.0,-11.1,0.0,2.3
2017-01-12 11:00:00,20.0,41.0,16.0,23.0,400.0,78.0,2.48,1019.0,-11.3,0.0,2.2
2017-01-12 12:00:00,25.0,36.0,14.0,26.0,500.0,83.0,3.66666666666667,1018.0,-11.4,0.0,3.4
2017-01-12 13:00:00,45.0,73.0,24.0,45.0,700.0,66.0,4.1,1017.25,-12.0,0.0,3.4
2017-01-12 14:00:00,84.0,80.0,30.0,73.0,1200.0,62.0,5.04,1015.6,-12.6,0.0,4.5
2017-01-12 15:00:00,80.0,98.0,28.0,75.0,1400.0,66.0,5.3,1015.0,-12.1,0.0,4.1
2017-01-12 16:00:00,94.0,92.0,35.0,87.0,1500.0,48.0,5.15,1014.0,-12.0,0.0,3.7
2017-01-12 17:00:00,97.0,104.0,34.0,101.0,1600.0,34.0,4.325,1014.0,-11.7,0.0,1.9
2017-01-12 18:00:00,93.0,116.0,31.0,106.0,1800.0,30.0,2.9,1014.0,-11.5,0.0,1.5
2017-01-12 19:00:00,121.0,136.0,27.0,108.0,2000.0,33.0,1.775,1014.25,-10.9,0.0,1.5
2017-01-12 20:00:00,108.0,128.0,29.0,115.0,1900.0,17.0,0.975,1015.0,-10.7,0.0,0.7
2017-01-12 21:00:00,33.0,67.0,5.0,32.0,400.0,80.0,-0.25,1015.0,-10.5,0.0,1.1
2017-01-12 22:00:00,19.0,44.0,2.0,25.0,300.0,84.0,2.025,1016.0,-11.7,0.0,3.0
2017-01-12 23:00:00,15.0,25.0,10.0,26.0,300.0,88.0,3.675,1016.5,-14.5,0.0,2.4
2017-01-13 00:00:00,5.0,13.0,12.0,17.0,300.0,76.0,3.05,1017.0,-15.6,0.0,3.1
2017-01-13 01:00:00,20.0,32.0,10.0,40.0,400.0,67.0,2.425,1017.0,-16.9,0.0,2.6
2017-01-13 02:00:00,9.0,23.0,9.0,36.0,400.0,66.0,1.125,1018.0,-16.6,0.0,3.3
2017-01-13 03:00:00,14.0,12.0,14.0,20.0,200.0,75.0,0.05,1018.5,-16.9,0.0,4.0
2017-01-13 04:00:00,8.0,14.0,17.0,13.0,200.0,80.0,-0.875,1019.0,-18.4,0.0,1.3
2017-01-13 05:00:00,10.0,23.0,17.0,19.0,200.0,83.0,-2.15,1019.0,-18.3,0.0,0.9
2017-01-13 06:00:00,13.0,23.0,15.0,27.0,300.0,72.0,-3.175,1019.5,-18.0,0.0,1.5
2017-01-13 07:00:00,17.0,32.0,21.0,36.0,400.0,60.0,-3.0,1020.0,-18.3,0.0,2.9
2017-01-13 08:00:00,22.0,31.0,14.0,50.0,500.0,54.0,-2.175,1021.0,-18.0,0.0,3.2
2017-01-13 09:00:00,8.0,28.0,10.0,31.0,400.0,68.0,-1.65,1021.75,-18.1,0.0,5.3
2017-01-13 10:00:00,8.0,24.0,15.0,28.0,400.0,66.0,-0.9,1022.75,-18.5,0.0,3.6
2017-01-13 11:00:00,20.0,31.0,19.0,19.0,400.0,79.0,0.15,1023.0,-18.6,0.0,4.7
2017-01-13 12:00:00,13.0,26.0,19.0,10.0,300.0,89.0,1.025,1023.0,-19.6,0.0,3.8
2017-01-13 13:00:00,7.0,22.0,6.0,16.0,300.0,88.0,1.95,1022.0,-20.4,0.0,5.7
2017-01-13 14:00:00,15.0,24.0,6.0,15.0,300.0,90.0,2.8,1021.8,-21.5,0.0,4.3
2017-01-13 15:00:00,9.0,27.0,7.0,9.0,200.0,89.0,3.2,1022.0,-22.1,0.0,4.4
2017-01-13 16:00:00,15.0,29.0,12.0,9.0,200.0,85.0,3.25,1022.0,-22.8,0.0,3.8
2017-01-13 17:00:00,17.0,26.0,12.0,24.0,300.0,87.0,2.9,1022.0,-22.9,0.0,2.3
2017-01-13 18:00:00,18.0,33.0,14.0,37.0,300.0,73.0,2.175,1022.0,-22.9,0.0,3.3
2017-01-13 19:00:00,16.0,33.0,17.0,35.0,400.0,61.0,1.525,1023.0,-23.4,0.0,3.8
2017-01-13 20:00:00,21.0,40.0,16.0,42.0,600.0,62.0,0.825,1023.0,-23.9,0.0,3.0
2017-01-13 21:00:00,18.0,37.0,25.0,42.0,500.0,55.0,0.075,1024.0,-23.6,0.0,3.6
2017-01-13 22:00:00,15.0,34.0,26.0,44.0,400.0,57.0,-0.5,1024.75,-23.0,0.0,3.4
2017-01-13 23:00:00,22.0,34.0,17.0,42.0,500.0,59.0,-0.8,1025.0,-23.0,0.0,2.5
2017-01-14 00:00:00,17.0,37.0,20.0,48.0,100.0,45.0,-1.55,1026.0,-22.7,0.0,0.6
2017-01-14 01:00:00,18.0,35.0,21.0,44.0,600.0,38.0,-2.425,1026.0,-22.1,0.0,2.2
2017-01-14 02:00:00,17.0,27.0,16.0,49.0,700.0,38.0,-2.45,1026.5,-22.6,0.0,1.2
2017-01-14 03:00:00,13.0,20.0,15.0,51.0,500.0,37.0,-4.125,1027.0,-21.6,0.0,2.9
2017-01-14 04:00:00,21.0,31.0,14.0,50.0,600.0,84.0,-4.15,1027.25,-22.6,0.0,2.6
2017-01-14 05:00:00,18.0,18.0,8.0,49.0,500.0,40.0,-4.875,1027.5,-21.7,0.0,1.6
2017-01-14 06:00:00,11.0,20.0,14.0,50.0,500.0,35.0,-5.025,1027.25,-21.7,0.0,3.1
2017-01-14 07:00:00,9.0,21.0,12.0,53.0,600.0,30.0,-4.95,1027.75,-21.9,0.0,1.8
2017-01-14 08:00:00,24.0,43.0,14.0,68.0,700.0,15.0,-5.6,1028.25,-22.0,0.0,1.5
2017-01-14 09:00:00,19.0,44.0,36.0,74.0,1100.0,23.0,-4.8,1029.0,-20.9,0.0,2.9
2017-01-14 10:00:00,27.0,56.0,32.0,72.0,1200.0,35.0,-2.575,1030.0,-21.7,0.0,3.6
2017-01-14 11:00:00,31.0,31.0,15.0,38.0,600.0,61.0,-1.475,1030.0,-22.0,0.0,3.0
2017-01-14 12:00:00,18.0,18.0,12.0,33.0,500.0,59.0,-0.175,1029.75,-22.5,0.0,1.3
2017-01-14 13:00:00,12.0,17.0,12.0,19.0,400.0,77.0,1.075,1028.75,-22.9,0.0,1.7
2017-01-14 14:00:00,8.0,10.0,4.0,25.0,400.0,63.0,1.96,1028.0,-23.5,0.0,2.5
2017-01-14 15:00:00,11.0,23.0,3.0,35.0,400.0,68.0,2.63333333333333,1028.0,-24.0,0.0,2.1
2017-01-14 16:00:00,18.0,16.0,13.0,30.0,400.0,72.0,2.65,1028.0,-22.3,0.0,2.4
2017-01-14 17:00:00,24.0,40.0,15.0,50.0,500.0,54.0,1.725,1028.5,-23.0,0.0,1.6
2017-01-14 18:00:00,31.0,45.0,6.0,59.0,600.0,42.0,0.75,1029.25,-22.1,0.0,1.7
2017-01-14 19:00:00,38.0,51.0,11.0,71.0,1000.0,19.0,-0.1,1030.0,-19.6,0.0,1.4
2017-01-14 20:00:00,41.0,66.0,37.0,93.0,1900.0,22.0,-0.575,1030.0,-18.6,0.0,2.3
2017-01-14 21:00:00,44.0,84.0,19.0,88.0,1600.0,8.0,-1.4,1031.0,-9.6,0.0,1.9
2017-01-14 22:00:00,37.0,79.0,11.0,80.0,1000.0,17.0,-1.925,1031.5,-8.4,0.0,2.0
2017-01-14 23:00:00,31.0,71.0,17.0,61.0,1100.0,29.0,-2.65,1032.25,-8.3,0.0,2.0
2017-01-15 00:00:00,37.0,59.0,5.0,59.0,900.0,28.0,-3.5,1033.0,-8.3,0.0,1.4
2017-01-15 01:00:00,32.0,47.0,15.0,54.0,800.0,29.0,-4.0,1033.0,-8.3,0.0,0.6
2017-01-15 02:00:00,48.0,50.0,14.0,60.0,1100.0,17.0,-4.725,1033.0,-8.4,0.0,0.7
2017-01-15 03:00:00,35.0,39.0,3.0,48.0,600.0,33.0,-4.825,1033.0,-8.2,0.0,1.2
2017-01-15 04:00:00,35.0,40.0,14.0,62.0,700.0,67.0,-4.95,1033.0,-8.1,0.0,1.6
2017-01-15 05:00:00,42.0,41.0,4.0,46.0,800.0,30.0,-4.05,1032.75,-7.9,0.0,1.6
2017-01-15 06:00:00,22.0,36.0,14.0,35.0,600.0,54.0,-4.075,1032.0,-8.1,0.0,0.7
2017-01-15 07:00:00,26.0,35.0,8.0,37.0,500.0,53.0,-4.125,1032.0,-8.5,0.0,1.3
2017-01-15 08:00:00,17.0,39.0,2.0,32.0,500.0,44.0,-4.25,1031.5,-8.7,0.0,1.4
2017-01-15 09:00:00,23.0,42.0,14.0,30.0,500.0,48.0,-4.025,1031.5,-8.9,0.0,2.3
2017-01-15 10:00:00,22.0,52.0,14.0,55.0,700.0,38.0,-3.675,1031.5,-8.9,0.0,2.7
2017-01-15 11:00:00,34.0,37.0,9.0,45.0,700.0,40.0,-2.66,1031.0,-9.3,0.0,1.8
2017-01-15 12:00:00,48.0,54.0,16.0,34.0,600.0,60.0,-1.83333333333333,1029.66666666667,-9.3,0.0,2.9
2017-01-15 13:00:00,49.0,57.0,22.0,37.0,600.0,65.0,-1.35,1028.5,-9.5,0.0,3.3
2017-01-15 14:00:00,48.0,64.0,19.0,40.0,700.0,60.0,-1.06,1027.2,-9.3,0.0,3.2
2017-01-15 15:00:00,53.0,69.0,12.0,43.0,800.0,61.0,-0.866666666666667,1026.66666666667,-9.3,0.0,1.9
2017-01-15 16:00:00,57.0,72.0,11.0,48.0,700.0,61.0,-0.8,1026.25,-9.2,0.0,1.9
2017-01-15 17:00:00,76.0,92.0,9.0,76.0,1200.0,28.0,-1.425,1026.0,-9.3,0.0,1.0
2017-01-15 18:00:00,81.0,92.0,3.0,81.0,1200.0,14.0,-2.0,1026.0,-9.3,0.0,0.6
2017-01-15 19:00:00,76.0,96.0,11.0,81.0,1300.0,17.0,-3.5,1027.0,-9.5,0.0,0.5
2017-01-15 20:00:00,72.0,94.0,15.0,82.0,1400.0,22.0,-4.175,1027.0,-9.3,0.0,1.9
2017-01-15 21:00:00,72.0,84.0,12.0,89.0,1500.0,22.0,-3.825,1027.25,-8.5,0.0,1.5
2017-01-15 22:00:00,74.0,89.0,5.0,87.0,1500.0,20.0,-4.1,1027.25,-8.1,0.0,1.5
2017-01-15 23:00:00,85.0,82.0,17.0,87.0,1400.0,11.0,-4.2,1028.0,-8.5,0.0,1.4
2017-01-16 00:00:00,86.0,98.0,14.0,88.0,1600.0,22.0,-3.75,1028.0,-8.4,0.0,1.4
2017-01-16 01:00:00,92.0,103.0,8.0,81.0,1500.0,14.0,-3.425,1027.5,-8.2,0.0,1.2
2017-01-16 02:00:00,94.0,96.0,16.0,71.0,1600.0,17.0,-3.275,1028.0,-8.1,0.0,1.5
2017-01-16 03:00:00,93.0,90.0,20.0,78.0,1600.0,13.0,-3.2,1028.0,-8.1,0.0,2.0
2017-01-16 04:00:00,97.0,113.0,19.0,85.0,1800.0,55.0,-3.35,1027.0,-8.2,0.0,1.3
2017-01-16 05:00:00,97.0,95.0,19.0,81.0,1900.0,13.0,-3.55,1027.0,-8.2,0.0,1.4
2017-01-16 06:00:00,89.0,96.0,15.0,84.0,1900.0,24.0,-3.525,1027.0,-8.2,0.0,1.3
2017-01-16 07:00:00,90.0,101.0,21.0,82.0,1900.0,21.0,-3.45,1028.0,-8.2,0.0,1.8
2017-01-16 08:00:00,87.0,103.0,21.0,81.0,1800.0,23.0,-3.225,1028.0,-8.2,0.0,1.2
2017-01-16 09:00:00,89.0,100.0,23.0,84.0,1800.0,18.0,-3.1,1029.0,-7.8,0.0,1.7
2017-01-16 10:00:00,66.0,66.0,27.0,73.0,1500.0,22.0,-2.65,1029.5,-7.5,0.0,1.5
2017-01-16 11:00:00,60.0,60.0,27.0,61.0,1000.0,25.0,-2.08,1030.0,-7.5,0.0,1.7
2017-01-16 12:00:00,72.0,72.0,31.0,66.0,1000.0,32.0,-0.933333333333333,1029.0,-7.2,0.0,1.4
2017-01-16 13:00:00,71.0,71.0,28.0,72.0,1000.0,25.0,-0.525,1028.25,-7.2,0.0,2.8
2017-01-16 14:00:00,79.0,102.0,14.0,69.0,1400.0,33.0,-0.38,1027.0,-7.4,0.0,1.5
2017-01-16 15:00:00,96.0,104.0,13.0,71.0,1500.0,30.0,-0.266666666666667,1027.0,-7.8,0.0,1.9
2017-01-16 16:00:00,116.0,116.0,20.0,78.0,1600.0,20.0,0.05,1027.0,-7.9,0.0,1.7
2017-01-16 17:00:00,122.0,113.0,11.0,82.0,1500.0,24.0,-0.15,1027.0,-7.9,0.0,2.2
2017-01-16 18:00:00,128.0,122.0,19.0,90.0,1700.0,16.0,-0.45,1027.5,-7.9,0.0,1.4
2017-01-16 19:00:00,120.0,125.0,18.0,94.0,1800.0,16.0,-0.7,1028.0,-7.0,0.0,1.6
2017-01-16 20:00:00,125.0,130.0,19.0,97.0,2100.0,17.0,-0.7,1028.25,-6.7,0.0,1.4
2017-01-16 21:00:00,138.0,143.0,26.0,98.0,2500.0,26.0,-0.9,1029.0,-6.5,0.0,1.0
2017-01-16 22:00:00,138.0,138.0,24.0,91.0,2800.0,25.0,-1.175,1028.75,-6.1,0.0,1.4
2017-01-16 23:00:00,120.0,120.0,24.0,90.0,2600.0,13.0,-1.2,1028.0,-6.2,0.0,1.0
2017-01-17 00:00:00,127.0,145.0,19.0,93.0,2700.0,17.0,-1.2,1028.0,-5.9,0.0,1.4
2017-01-17 01:00:00,141.0,141.0,18.0,93.0,2900.0,19.0,-1.3,1028.0,-5.8,0.0,1.6
2017-01-17 02:00:00,146.0,146.0,24.0,81.0,3100.0,27.0,-1.475,1027.5,-5.8,0.0,0.9
2017-01-17 03:00:00,133.0,133.0,21.0,86.0,2800.0,22.0,-1.525,1027.0,-5.7,0.0,1.1
2017-01-17 04:00:00,141.0,141.0,23.0,86.0,2800.0,26.0,-1.7,1027.0,-5.7,0.0,1.4
2017-01-17 05:00:00,131.0,131.0,26.0,76.0,2500.0,16.0,-1.65,1026.75,-5.6,0.0,1.2
2017-01-17 06:00:00,120.0,120.0,20.0,78.0,2400.0,14.0,-1.775,1026.0,-5.6,0.0,1.5
2017-01-17 07:00:00,111.0,133.0,23.0,75.0,1300.0,20.0,-1.9,1026.0,-5.4,0.0,1.0
2017-01-17 08:00:00,138.0,148.0,25.0,85.0,2600.0,30.0,-1.9,1026.5,-5.5,0.0,1.2
2017-01-17 09:00:00,155.0,168.0,25.0,88.0,3100.0,28.0,-1.8,1027.0,-5.5,0.0,1.4
2017-01-17 10:00:00,167.0,168.0,32.0,87.0,3400.0,32.0,-1.35,1027.0,-5.6,0.0,1.6
2017-01-17 11:00:00,157.0,161.0,39.0,80.0,2900.0,26.0,-0.78,1027.8,-5.7,0.0,1.3
2017-01-17 12:00:00,158.0,158.0,41.0,74.0,2100.0,33.0,-0.266666666666667,1027.0,-5.5,0.0,0.8
2017-01-17 13:00:00,154.0,154.0,43.0,62.0,1400.0,54.0,0.35,1026.0,-5.8,0.0,1.4
2017-01-17 14:00:00,145.0,145.0,43.0,61.0,1300.0,64.0,0.96,1025.0,-6.6,0.0,1.0
2017-01-17 15:00:00,137.0,137.0,28.0,58.0,1100.0,60.0,1.83333333333333,1025.0,-6.7,0.0,1.8
2017-01-17 16:00:00,123.0,129.0,31.0,77.0,1200.0,46.0,1.725,1025.0,-6.7,0.0,1.9
2017-01-17 17:00:00,155.0,151.0,32.0,105.0,1800.0,30.0,1.3,1025.0,-6.7,0.0,1.1
2017-01-17 18:00:00,169.0,174.0,19.0,110.0,1900.0,22.0,0.35,1025.25,-6.8,0.0,1.4
2017-01-17 19:00:00,165.0,174.0,32.0,109.0,1800.0,22.0,-0.225,1026.0,-6.7,0.0,1.9
2017-01-17 20:00:00,167.0,167.0,25.0,109.0,1600.0,26.0,-1.15,1027.0,-6.9,0.0,1.2
2017-01-17 21:00:00,170.0,170.0,24.0,106.0,1400.0,23.0,-2.25,1027.75,-7.0,0.0,1.0
2017-01-17 22:00:00,171.0,171.0,32.0,110.0,100.0,29.0,-3.075,1028.5,-7.3,0.0,0.7
2017-01-18 11:00:00,26.0,26.0,5.0,27.0,500.0,48.0,-1.8,1031.75,-16.8,0.0,2.9
2017-01-18 12:00:00,22.0,22.0,5.0,29.0,400.0,50.0,-0.75,1030.75,-16.8,0.0,2.1
2017-01-18 13:00:00,21.0,21.0,4.0,28.0,400.0,54.0,0.225,1029.75,-16.8,0.0,1.0
2017-01-18 14:00:00,20.0,31.0,6.0,37.0,500.0,49.0,0.94,1028.4,-16.6,0.0,0.4
2017-01-18 15:00:00,35.0,51.0,8.0,51.0,700.0,43.0,1.63333333333333,1028.0,-15.7,0.0,1.2
2017-01-18 16:00:00,49.0,66.0,11.0,68.0,800.0,33.0,1.25,1028.0,-15.4,0.0,1.4
2017-01-18 17:00:00,57.0,80.0,14.0,79.0,900.0,23.0,1.0,1027.25,-15.2,0.0,1.8
2017-01-18 18:00:00,50.0,77.0,11.0,87.0,900.0,11.0,0.55,1027.0,-14.8,0.0,1.1
2017-01-18 19:00:00,46.0,67.0,11.0,86.0,900.0,10.0,0.0,1027.75,-14.8,0.0,0.9
2017-01-18 20:00:00,43.0,67.0,11.0,81.0,100.0,12.0,-0.75,1028.0,-14.7,0.0,1.1
2017-01-18 21:00:00,50.0,75.0,11.0,86.0,1100.0,8.0,-1.575,1028.0,-14.2,0.0,0.7
2017-01-18 22:00:00,55.0,71.0,12.0,84.0,100.0,10.0,-2.55,1027.5,-13.8,0.0,0.9
2017-01-18 23:00:00,54.0,77.0,12.0,86.0,900.0,9.0,-3.55,1027.0,-13.3,0.0,0.7
2017-01-19 00:00:00,64.0,79.0,17.0,90.0,1100.0,9.0,-2.9,1026.5,-12.1,0.0,1.2
2017-01-19 01:00:00,76.0,98.0,23.0,95.0,1800.0,9.0,-1.925,1025.5,-10.6,0.0,1.5
2017-01-19 02:00:00,87.0,101.0,29.0,96.0,2600.0,10.0,-1.7,1025.0,-9.6,0.0,1.0
2017-01-19 09:00:00,103.0,107.0,21.0,81.0,2400.0,17.0,-2.85,1024.0,-7.9,0.0,3.3
2017-01-19 10:00:00,34.0,114.0,18.0,27.0,700.0,50.0,-1.425,1024.0,-10.4,0.0,6.6
2017-01-19 11:00:00,12.0,119.0,8.0,10.0,400.0,69.0,-0.825,1025.0,-15.6,0.0,6.8
2017-01-19 12:00:00,12.0,106.0,5.0,8.0,300.0,76.0,-0.775,1025.0,-18.3,0.0,6.6
2017-01-19 13:00:00,12.0,120.0,4.0,7.0,300.0,81.0,-0.8,1025.75,-19.8,0.0,8.6
2017-01-19 14:00:00,9.0,65.0,4.0,6.0,300.0,83.0,-1.26,1025.4,-21.0,0.0,8.3
2017-01-19 15:00:00,9.0,67.0,4.0,6.0,300.0,85.0,-1.43333333333333,1026.33333333333,-21.7,0.0,5.9
2017-01-19 16:00:00,9.0,62.0,4.0,7.0,300.0,84.0,-1.95,1027.0,-23.0,0.0,5.4
2017-01-19 17:00:00,10.0,69.0,4.0,9.0,300.0,83.0,-2.75,1028.0,-24.5,0.0,5.0
2017-01-19 18:00:00,12.0,62.0,5.0,10.0,300.0,81.0,-3.975,1029.5,-24.9,0.0,3.7
2017-01-19 19:00:00,11.0,42.0,5.0,13.0,300.0,75.0,-4.875,1030.75,-25.2,0.0,5.0
2017-01-19 20:00:00,11.0,33.0,6.0,17.0,400.0,70.0,-5.56,1031.6,-25.0,0.0,4.4
2017-01-19 21:00:00,11.0,21.0,6.0,15.0,400.0,71.0,-6.0,1032.0,-24.9,0.0,4.5
2017-01-19 22:00:00,14.0,14.0,7.0,16.0,400.0,68.0,-6.575,1033.0,-25.0,0.0,2.9
2017-01-19 23:00:00,8.0,15.0,7.0,18.0,400.0,66.0,-6.825,1033.0,-24.7,0.0,3.2
2017-01-20 00:00:00,10.0,10.0,6.0,18.0,400.0,66.0,-7.05,1032.5,-24.3,0.0,2.9
2017-01-20 01:00:00,8.0,11.0,6.0,19.0,400.0,63.0,-7.425,1032.0,-24.0,0.0,1.9
2017-01-20 02:00:00,8.0,11.0,5.0,15.0,300.0,65.0,-7.425,1032.0,-23.4,0.0,4.6
2017-01-20 03:00:00,8.0,11.0,6.0,14.0,400.0,65.0,-6.775,1031.5,-22.9,0.0,4.3
2017-01-20 04:00:00,5.0,9.0,5.0,13.0,300.0,85.0,-6.7,1031.25,-22.3,0.0,3.0
2017-01-20 05:00:00,7.0,16.0,5.0,12.0,300.0,69.0,-6.95,1031.25,-22.4,0.0,3.1
